,id,year,venue,team_A,team_B,Runs_in_Powerplay,Wickets_lost_in_Powerplay,Runs_in_middle_overs,Wickets_lost_in_middle_overs,Runs_in_Death_overs,Wickets_lost_in_death_overs,Total_Score_A,Total_Wicket_A,toss_winner,toss_decision,city,winner
808,1321277A,2022,Tikkurila Cricket Ground,Serbia,Croatia,35,3,37,3,18,4,90,10,Serbia,bat,Vantaa,Croatia
808,1321277B,2022,Tikkurila Cricket Ground,Croatia,Serbia,30,0,48,4,16,1,94,5,Serbia,bat,Vantaa,Croatia
809,1004729A,2016,"Bready Cricket Club, Magheramason",Hong Kong,Ireland,63,1,68,2,38,2,169,5,Hong Kong,bat,Londonderry,Hong Kong
809,1004729B,2016,"Bready Cricket Club, Magheramason",Ireland,Hong Kong,26,4,90,2,13,4,129,10,Hong Kong,bat,Londonderry,Hong Kong
810,1197141A,2019,"Shere Bangla National Stadium, Mirpur",Afghanistan,Zimbabwe,58,1,65,2,74,1,197,4,Zimbabwe,field,Dhaka,Afghanistan
810,1197141B,2019,"Shere Bangla National Stadium, Mirpur",Zimbabwe,Afghanistan,42,3,80,2,47,1,169,6,Zimbabwe,field,Dhaka,Afghanistan
811,366622A,2009,Westpac Stadium,India,New Zealand,47,2,62,3,40,1,149,6,New Zealand,field,Wellington,New Zealand
811,366622B,2009,Westpac Stadium,New Zealand,India,60,1,55,0,35,3,150,4,New Zealand,field,Wellington,New Zealand
812,1252058A,2021,Sheikh Zayed Stadium,Afghanistan,Zimbabwe,66,0,100,2,32,3,198,5,Zimbabwe,field,Abu Dhabi,Afghanistan
812,1252058B,2021,Sheikh Zayed Stadium,Zimbabwe,Afghanistan,47,1,76,3,27,2,150,6,Zimbabwe,field,Abu Dhabi,Afghanistan
813,858491A,2015,Shere Bangla National Stadium,Pakistan,Bangladesh,31,0,83,3,27,1,141,4,Pakistan,bat,Mirpur,Bangladesh
813,858491B,2015,Shere Bangla National Stadium,Bangladesh,Pakistan,44,3,94,0,5,0,143,3,Pakistan,bat,Mirpur,Bangladesh
814,412677A,2010,Providence Stadium,West Indies,Ireland,43,2,50,4,45,3,138,9,West Indies,bat,Guyana,West Indies
814,412677B,2010,Providence Stadium,Ireland,West Indies,31,4,36,4,1,1,68,9,West Indies,bat,Guyana,West Indies
815,1072318A,2018,Melbourne Cricket Ground,England,Australia,42,3,53,1,42,3,137,7,Australia,field,,Australia
815,1072318B,2018,Melbourne Cricket Ground,Australia,England,52,2,86,1,0,0,138,3,Australia,field,,Australia
816,355997A,2009,Trent Bridge,Bangladesh,Ireland,42,2,51,4,44,2,137,8,Ireland,field,Nottingham,Ireland
816,355997B,2009,Trent Bridge,Ireland,Bangladesh,47,1,58,3,33,0,138,4,Ireland,field,Nottingham,Ireland
817,931396A,2015,Shere Bangla National Stadium,Zimbabwe,Bangladesh,23,3,85,3,23,2,131,8,Bangladesh,field,Mirpur,Bangladesh
817,931396B,2015,Shere Bangla National Stadium,Bangladesh,Zimbabwe,47,2,71,2,18,0,136,4,Bangladesh,field,Mirpur,Bangladesh
818,1273733A,2021,Dubai International Cricket Stadium,Sri Lanka,Australia,53,1,58,4,43,1,154,6,Australia,field,Dubai,Australia
818,1273733B,2021,Dubai International Cricket Stadium,Australia,Sri Lanka,63,0,77,3,15,0,155,3,Australia,field,Dubai,Australia
819,1273727A,2021,Dubai International Cricket Stadium,India,Pakistan,36,2,74,1,41,3,151,6,Pakistan,field,Dubai,Pakistan
819,1273727B,2021,Dubai International Cricket Stadium,Pakistan,India,43,0,85,0,24,0,152,0,Pakistan,field,Dubai,Pakistan
820,1278672A,2021,"JSCA International Stadium Complex, Ranchi",New Zealand,India,64,1,64,3,25,2,153,6,India,field,Ranchi,India
820,1278672B,2021,"JSCA International Stadium Complex, Ranchi",India,New Zealand,45,0,92,3,18,0,155,3,India,field,Ranchi,India
821,1146724A,2018,Central Broward Regional Park Stadium Turf Ground,Bangladesh,West Indies,35,2,103,2,33,1,171,5,West Indies,field,Lauderhill,Bangladesh
821,1146724B,2018,Central Broward Regional Park Stadium Turf Ground,West Indies,Bangladesh,52,2,78,1,29,4,159,7,West Indies,field,Lauderhill,Bangladesh
822,1233465A,2020,Rawalpindi Cricket Stadium,Zimbabwe,Pakistan,45,3,56,2,33,1,134,6,Pakistan,field,,Pakistan
822,1233465B,2020,Rawalpindi Cricket Stadium,Pakistan,Zimbabwe,45,1,92,1,0,0,137,2,Pakistan,field,,Pakistan
823,1272377A,2021,"Bready Cricket Club, Magheramason, Bready",Zimbabwe,Ireland,34,1,62,2,28,0,124,3,Zimbabwe,bat,Bready,Zimbabwe
823,1272377B,2021,"Bready Cricket Club, Magheramason, Bready",Ireland,Zimbabwe,38,4,59,2,22,3,119,9,Zimbabwe,bat,Bready,Zimbabwe
824,255954A,2006,New Wanderers Stadium,South Africa,India,31,2,72,2,23,3,126,7,South Africa,bat,Johannesburg,India
824,255954B,2006,New Wanderers Stadium,India,South Africa,29,1,69,2,29,1,127,4,South Africa,bat,Johannesburg,India
825,412688A,2010,"Kensington Oval, Bridgetown",Australia,Bangladesh,35,2,54,4,52,1,141,7,Australia,bat,Barbados,Australia
825,412688B,2010,"Kensington Oval, Bridgetown",Bangladesh,Australia,27,4,73,4,14,2,114,10,Australia,bat,Barbados,Australia
826,1074966A,2017,Dubai International Cricket Stadium,Hong Kong,Netherlands,66,1,64,2,53,1,183,4,Hong Kong,bat,,Hong Kong
826,1074966B,2017,Dubai International Cricket Stadium,Netherlands,Hong Kong,32,2,60,6,0,0,92,8,Hong Kong,bat,,Hong Kong
827,1083450A,2017,R Premadasa Stadium,Bangladesh,Sri Lanka,68,0,71,4,37,4,176,8,Bangladesh,bat,Colombo,Bangladesh
827,1083450B,2017,R Premadasa Stadium,Sri Lanka,Bangladesh,47,5,72,2,12,3,131,10,Bangladesh,bat,Colombo,Bangladesh
828,1243021A,2021,Gaddafi Stadium,South Africa,Pakistan,41,3,69,4,54,0,164,7,Pakistan,field,Lahore,Pakistan
828,1243021B,2021,Gaddafi Stadium,Pakistan,South Africa,51,0,77,4,41,1,169,5,Pakistan,field,Lahore,Pakistan
829,623572A,2013,Queens Sports Club,Bangladesh,Zimbabwe,57,1,79,3,32,2,168,6,Bangladesh,bat,Bulawayo,Bangladesh
829,623572B,2013,Queens Sports Club,Zimbabwe,Bangladesh,45,2,71,3,18,4,134,9,Bangladesh,bat,Bulawayo,Bangladesh
830,412703A,2010,"Kensington Oval, Bridgetown",Australia,England,24,3,73,2,50,1,147,6,England,field,Barbados,England
830,412703B,2010,"Kensington Oval, Bridgetown",England,Australia,41,1,93,2,14,0,148,3,England,field,Barbados,England
831,1185182A,2019,King George V Sports Ground,Denmark,Norway,35,0,79,4,27,3,141,7,Denmark,bat,Castel,Denmark
831,1185182B,2019,King George V Sports Ground,Norway,Denmark,30,3,40,4,25,2,95,9,Denmark,bat,Castel,Denmark
832,1031433A,2017,County Ground,South Africa,England,45,1,91,4,38,2,174,7,England,field,Taunton,South Africa
832,1031433B,2017,County Ground,England,South Africa,51,1,84,2,36,3,171,6,England,field,Taunton,South Africa
833,1279381A,2021,Happy Valley Ground,Cyprus,Isle of Man,18,3,55,3,19,3,92,9,Cyprus,bat,Episkopi,Isle of Man
833,1279381B,2021,Happy Valley Ground,Isle of Man,Cyprus,49,1,44,1,0,0,93,2,Cyprus,bat,Episkopi,Isle of Man
834,1187018A,2019,"Rajiv Gandhi International Stadium, Uppal",West Indies,India,66,1,89,1,52,2,207,4,India,field,Hyderabad,India
834,1187018B,2019,"Rajiv Gandhi International Stadium, Uppal",India,West Indies,50,1,127,1,32,2,209,4,India,field,Hyderabad,India
835,1199540A,2019,Sheikh Zayed Stadium,United Arab Emirates,Canada,41,2,71,0,42,2,154,4,Canada,field,Abu Dhabi,United Arab Emirates
835,1199540B,2019,Sheikh Zayed Stadium,Canada,United Arab Emirates,47,1,62,2,31,1,140,4,Canada,field,Abu Dhabi,United Arab Emirates
836,1184263A,2019,Lugogo Cricket Oval,Nigeria,Botswana,35,1,66,4,18,5,119,10,Nigeria,bat,Kampala,Nigeria
836,1184263B,2019,Lugogo Cricket Oval,Botswana,Nigeria,29,0,56,2,23,3,108,5,Nigeria,bat,Kampala,Nigeria
837,1176793A,2019,Amini Park,Vanuatu,Papua New Guinea,35,1,58,2,31,3,124,6,Vanuatu,bat,Port Moresby,Papua New Guinea
837,1176793B,2019,Amini Park,Papua New Guinea,Vanuatu,59,0,66,2,0,0,125,2,Vanuatu,bat,Port Moresby,Papua New Guinea
838,1183524A,2019,Adelaide Oval,Australia,Sri Lanka,57,0,128,1,48,1,233,2,Sri Lanka,field,Adelaide,Australia
838,1183524B,2019,Adelaide Oval,Sri Lanka,Australia,29,3,52,4,18,2,99,9,Sri Lanka,field,Adelaide,Australia
839,730283A,2014,"Windsor Park, Roseau",West Indies,New Zealand,32,1,92,3,8,3,132,7,New Zealand,field,Dominica,New Zealand
839,730283B,2014,"Windsor Park, Roseau",New Zealand,West Indies,44,1,73,3,0,0,117,4,New Zealand,field,Dominica,New Zealand
840,1157761A,2018,"MA Chidambaram Stadium, Chepauk",West Indies,India,51,0,81,3,49,0,181,3,West Indies,bat,Chennai,India
840,1157761B,2018,"MA Chidambaram Stadium, Chepauk",India,West Indies,50,2,103,0,29,2,182,4,West Indies,bat,Chennai,India
841,659547A,2013,Harare Sports Club,Pakistan,Zimbabwe,37,1,97,0,45,0,179,1,Zimbabwe,field,,Pakistan
841,659547B,2013,Harare Sports Club,Zimbabwe,Pakistan,44,0,75,5,41,1,160,6,Zimbabwe,field,,Pakistan
842,635660A,2013,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",South Africa,Sri Lanka,35,0,84,0,44,1,163,1,South Africa,bat,Hambantota,Sri Lanka
842,635660B,2013,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",Sri Lanka,South Africa,67,1,59,3,38,0,164,4,South Africa,bat,Hambantota,Sri Lanka
843,1320974A,2022,"Royal Brussels Cricket Club Ground, Waterloo",Denmark,Gibraltar,64,2,114,2,78,1,256,5,Denmark,bat,Waterloo,Denmark
843,1320974B,2022,"Royal Brussels Cricket Club Ground, Waterloo",Gibraltar,Denmark,33,1,70,3,21,4,124,8,Denmark,bat,Waterloo,Denmark
844,1305504A,2022,"Tribhuvan University International Cricket Ground, Kirtipur",Nepal,Papua New Guinea,44,2,70,4,54,0,168,6,Papua New Guinea,field,Kirtipur,Nepal
844,1305504B,2022,"Tribhuvan University International Cricket Ground, Kirtipur",Papua New Guinea,Nepal,33,2,84,6,1,1,118,9,Papua New Guinea,field,Kirtipur,Nepal
845,1202243A,2020,Holkar Cricket Stadium,Sri Lanka,India,48,1,65,4,29,4,142,9,India,field,Indore,India
845,1202243B,2020,Holkar Cricket Stadium,India,Sri Lanka,54,0,67,1,23,1,144,2,India,field,Indore,India
846,533295A,2012,R Premadasa Stadium,India,South Africa,36,3,76,1,40,1,152,5,South Africa,field,Colombo,India
846,533295B,2012,R Premadasa Stadium,South Africa,India,46,2,67,3,38,5,151,10,South Africa,field,Colombo,India
847,660113A,2013,Sheikh Zayed Stadium,Ireland,Canada,37,1,82,2,49,1,168,4,Canada,field,Abu Dhabi,Ireland
847,660113B,2013,Sheikh Zayed Stadium,Canada,Ireland,53,1,74,1,39,0,166,2,Canada,field,Abu Dhabi,Ireland
848,660107A,2013,Sharjah Cricket Stadium,Afghanistan,Netherlands,25,3,51,3,14,4,90,10,Afghanistan,bat,Sharjah,Netherlands
848,660107B,2013,Sharjah Cricket Stadium,Netherlands,Afghanistan,32,1,60,2,0,0,92,3,Afghanistan,bat,Sharjah,Netherlands
849,1333920A,2022,"Independence Park, Port Vila",Cook Islands,Fiji,60,1,62,4,20,5,142,10,Cook Islands,bat,Port Vila,Fiji
849,1333920B,2022,"Independence Park, Port Vila",Fiji,Cook Islands,64,3,68,3,11,0,143,6,Cook Islands,bat,Port Vila,Fiji
850,533281A,2012,R Premadasa Stadium,India,England,52,1,67,2,51,1,170,4,England,field,Colombo,India
850,533281B,2012,R Premadasa Stadium,England,India,39,2,41,7,0,0,80,9,England,field,Colombo,India
851,1321471A,2022,"Queens Sports Club, Bulawayo",Hong Kong,Netherlands,43,2,58,3,15,3,116,8,Hong Kong,bat,Bulawayo,Netherlands
851,1321471B,2022,"Queens Sports Club, Bulawayo",Netherlands,Hong Kong,57,1,60,0,0,0,117,1,Hong Kong,bat,Bulawayo,Netherlands
852,953103A,2016,"Mission Road Ground, Mong Kok",Scotland,Hong Kong,42,4,24,3,0,0,66,7,Hong Kong,field,Hong Kong,Hong Kong
852,953103B,2016,"Mission Road Ground, Mong Kok",Hong Kong,Scotland,65,1,7,0,0,0,72,1,Hong Kong,field,Hong Kong,Hong Kong
853,1321465A,2022,"Queens Sports Club, Bulawayo",Zimbabwe,Singapore,70,3,104,1,62,1,236,5,Singapore,field,Bulawayo,Zimbabwe
853,1321465B,2022,"Queens Sports Club, Bulawayo",Singapore,Zimbabwe,36,3,63,1,26,2,125,6,Singapore,field,Bulawayo,Zimbabwe
854,1190772A,2019,Indian Association Ground,Kuwait,Qatar,63,1,75,3,59,3,197,7,Qatar,field,Singapore,Kuwait
854,1190772B,2019,Indian Association Ground,Qatar,Kuwait,70,2,60,2,57,0,187,4,Qatar,field,Singapore,Kuwait
855,1321303A,2022,Tikkurila Cricket Ground,Luxembourg,Switzerland,33,3,56,4,26,2,115,9,Luxembourg,bat,Vantaa,Luxembourg
855,1321303B,2022,Tikkurila Cricket Ground,Switzerland,Luxembourg,38,4,52,1,18,4,108,9,Luxembourg,bat,Vantaa,Luxembourg
856,573672A,2012,Sportpark Westvliet,Bangladesh,Netherlands,30,3,74,1,24,6,128,10,Bangladesh,bat,The Hague,Netherlands
856,573672B,2012,Sportpark Westvliet,Netherlands,Bangladesh,25,2,68,4,38,2,131,8,Bangladesh,bat,The Hague,Netherlands
857,523736A,2011,Harare Sports Club,Pakistan,Zimbabwe,34,3,72,1,35,3,141,7,Pakistan,bat,,Pakistan
857,523736B,2011,Harare Sports Club,Zimbabwe,Pakistan,36,1,62,5,38,1,136,7,Pakistan,bat,,Pakistan
858,1050219A,2016,Dubai International Cricket Stadium,Pakistan,West Indies,39,1,78,2,43,1,160,4,West Indies,field,,Pakistan
858,1050219B,2016,Dubai International Cricket Stadium,West Indies,Pakistan,20,3,69,4,55,2,144,9,West Indies,field,,Pakistan
859,1190773A,2019,Indian Association Ground,Malaysia,Singapore,28,2,50,5,14,3,92,10,Malaysia,bat,Singapore,Singapore
859,1190773B,2019,Indian Association Ground,Singapore,Malaysia,38,2,58,0,0,0,96,2,Malaysia,bat,Singapore,Singapore
860,1321302A,2022,Kerava National Cricket Ground,Guernsey,France,48,0,68,3,37,2,153,5,Guernsey,bat,Kerava,Guernsey
860,1321302B,2022,Kerava National Cricket Ground,France,Guernsey,30,2,52,5,15,3,97,10,Guernsey,bat,Kerava,Guernsey
861,1321470A,2022,Bulawayo Athletic Club,United States of America,Singapore,72,0,82,3,47,3,201,6,Singapore,field,Bulawayo,United States of America
861,1321470B,2022,Bulawayo Athletic Club,Singapore,United States of America,22,5,47,4,0,0,69,9,Singapore,field,Bulawayo,United States of America
862,1190767A,2019,Indian Association Ground,Singapore,Qatar,38,0,106,2,42,5,186,7,Singapore,bat,Singapore,Singapore
862,1190767B,2019,Indian Association Ground,Qatar,Singapore,47,3,81,3,25,3,153,9,Singapore,bat,Singapore,Singapore
863,392615A,2009,Dubai International Cricket Stadium,Australia,Pakistan,53,0,44,5,11,2,108,7,Pakistan,field,,Pakistan
863,392615B,2009,Dubai International Cricket Stadium,Pakistan,Australia,37,2,71,0,1,1,109,3,Pakistan,field,,Pakistan
864,533280A,2012,Pallekele International Cricket Stadium,Pakistan,New Zealand,51,1,84,3,42,2,177,6,Pakistan,bat,,Pakistan
864,533280B,2012,Pallekele International Cricket Stadium,New Zealand,Pakistan,47,0,74,4,43,5,164,9,Pakistan,bat,,Pakistan
865,1333921A,2022,"Independence Park, Port Vila",Samoa,Vanuatu,43,2,52,4,27,2,122,8,Samoa,bat,Port Vila,Vanuatu
865,1333921B,2022,"Independence Park, Port Vila",Vanuatu,Samoa,46,0,77,1,0,0,123,1,Samoa,bat,Port Vila,Vanuatu
866,533294A,2012,R Premadasa Stadium,Pakistan,Australia,31,1,83,2,35,2,149,5,Australia,field,Colombo,Pakistan
866,533294B,2012,R Premadasa Stadium,Australia,Pakistan,21,0,69,2,27,1,117,3,Australia,field,Colombo,Pakistan
867,722335A,2015,Newlands,South Africa,West Indies,35,1,90,1,40,1,165,3,South Africa,bat,Cape Town,West Indies
867,722335B,2015,Newlands,West Indies,South Africa,78,0,75,2,15,3,168,5,South Africa,bat,Cape Town,West Indies
868,406207A,2010,Melbourne Cricket Ground,Australia,Pakistan,50,1,55,6,22,3,127,10,Australia,bat,,Australia
868,406207B,2010,Melbourne Cricket Ground,Pakistan,Australia,44,2,62,3,19,3,125,8,Australia,bat,,Australia
869,1320975A,2022,"Meersen, Gent",Israel,Spain,41,3,53,3,20,3,114,9,Israel,bat,Ghent,Spain
869,1320975B,2022,"Meersen, Gent",Spain,Israel,48,2,67,0,0,0,115,2,Israel,bat,Ghent,Spain
870,860279A,2015,R Premadasa Stadium,Pakistan,Sri Lanka,42,1,91,2,42,1,175,4,Pakistan,bat,Colombo,Pakistan
870,860279B,2015,R Premadasa Stadium,Sri Lanka,Pakistan,35,3,84,3,27,1,146,7,Pakistan,bat,Colombo,Pakistan
871,1157760A,2018,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,India,West Indies,49,0,87,2,59,0,195,2,West Indies,field,Lucknow,India
871,1157760B,2018,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,West Indies,India,39,2,49,5,36,2,124,9,West Indies,field,Lucknow,India
872,1183525A,2019,"Brisbane Cricket Ground, Woolloongabba",Sri Lanka,Australia,36,2,61,6,20,2,117,10,Sri Lanka,bat,Brisbane,Australia
872,1183525B,2019,"Brisbane Cricket Ground, Woolloongabba",Australia,Sri Lanka,58,1,60,0,0,0,118,1,Sri Lanka,bat,Brisbane,Australia
873,1184262A,2019,Kyambogo Cricket Oval,Namibia,Uganda,43,2,89,3,35,2,167,7,Namibia,bat,Kampala,Namibia
873,1184262B,2019,Kyambogo Cricket Oval,Uganda,Namibia,45,2,59,3,21,2,125,7,Namibia,bat,Kampala,Namibia
874,1176792A,2019,Amini Park,Papua New Guinea,Philippines,60,1,101,2,55,1,216,4,Philippines,field,Port Moresby,Papua New Guinea
874,1176792B,2019,Amini Park,Philippines,Papua New Guinea,27,2,41,4,15,2,83,8,Philippines,field,Port Moresby,Papua New Guinea
875,1273134A,2021,"Svanholm Park, Brondby",Sweden,Denmark,50,1,53,4,19,3,122,8,Denmark,field,Brondby,Denmark
875,1273134B,2021,"Svanholm Park, Brondby",Denmark,Sweden,28,1,64,2,34,0,126,3,Denmark,field,Brondby,Denmark
876,1187019A,2019,Greenfield International Stadium,India,West Indies,42,1,102,3,26,3,170,7,West Indies,field,Thiruvananthapuram,West Indies
876,1187019B,2019,Greenfield International Stadium,West Indies,India,41,0,101,2,31,0,173,2,West Indies,field,Thiruvananthapuram,West Indies
877,1199541A,2019,Dubai International Cricket Stadium,United Arab Emirates,Netherlands,14,4,37,2,29,2,80,8,United Arab Emirates,bat,Dubai,Netherlands
877,1199541B,2019,Dubai International Cricket Stadium,Netherlands,United Arab Emirates,37,1,44,1,0,0,81,2,United Arab Emirates,bat,Dubai,Netherlands
878,1279380A,2021,Happy Valley Ground,Estonia,Cyprus,37,0,67,3,26,3,130,6,Estonia,bat,Episkopi,Cyprus
878,1279380B,2021,Happy Valley Ground,Cyprus,Estonia,65,0,66,2,0,0,131,2,Estonia,bat,Episkopi,Cyprus
879,1280057A,2021,"ICC Academy, Dubai",Namibia,United Arab Emirates,50,1,79,3,30,4,159,8,United Arab Emirates,field,Dubai,Namibia
879,1280057B,2021,"ICC Academy, Dubai",United Arab Emirates,Namibia,23,1,81,4,38,4,142,9,United Arab Emirates,field,Dubai,Namibia
880,924639A,2015,Queens Sports Club,Zimbabwe,Afghanistan,68,2,85,1,37,3,190,6,Zimbabwe,bat,Bulawayo,Afghanistan
880,924639B,2015,Queens Sports Club,Afghanistan,Zimbabwe,56,0,90,2,45,2,191,4,Zimbabwe,bat,Bulawayo,Afghanistan
881,412702A,2010,"Beausejour Stadium, Gros Islet",Pakistan,Australia,40,0,92,3,59,3,191,6,Australia,field,St Lucia,Australia
881,412702B,2010,"Beausejour Stadium, Gros Islet",Australia,Pakistan,53,2,83,3,61,2,197,7,Australia,field,St Lucia,Australia
882,1243020A,2021,Gaddafi Stadium,Pakistan,South Africa,46,1,53,3,45,2,144,6,South Africa,field,Lahore,South Africa
882,1243020B,2021,Gaddafi Stadium,South Africa,Pakistan,46,2,92,2,7,0,145,4,South Africa,field,Lahore,South Africa
883,412689A,2010,"Kensington Oval, Bridgetown",Pakistan,England,44,1,68,4,35,4,147,9,England,field,Barbados,England
883,412689B,2010,"Kensington Oval, Bridgetown",England,Pakistan,45,1,80,2,26,1,151,4,England,field,Barbados,England
884,1272376A,2021,"Bready Cricket Club, Magheramason, Bready",Ireland,Zimbabwe,57,0,85,2,32,2,174,4,Zimbabwe,field,Bready,Ireland
884,1272376B,2021,"Bready Cricket Club, Magheramason, Bready",Zimbabwe,Ireland,32,4,50,3,28,1,110,8,Zimbabwe,field,Bready,Ireland
885,951339A,2016,Wankhede Stadium,South Africa,England,83,0,90,3,56,0,229,3,England,field,Mumbai,England
885,951339B,2016,Wankhede Stadium,England,South Africa,89,2,99,2,42,3,230,7,England,field,Mumbai,England
886,1278673A,2021,"Eden Gardens, Kolkata",India,New Zealand,69,0,71,5,44,2,184,7,India,bat,Kolkata,India
886,1278673B,2021,"Eden Gardens, Kolkata",New Zealand,India,37,3,58,5,16,2,111,10,India,bat,Kolkata,India
887,951311A,2016,Himachal Pradesh Cricket Association Stadium,Ireland,Oman,46,0,72,4,36,1,154,5,Ireland,bat,Dharamsala,Oman
887,951311B,2016,Himachal Pradesh Cricket Association Stadium,Oman,Ireland,44,0,68,4,45,3,157,7,Ireland,bat,Dharamsala,Oman
888,1273726A,2021,Sharjah Cricket Stadium,Bangladesh,Sri Lanka,41,1,88,1,42,2,171,4,Sri Lanka,field,Sharjah,Sri Lanka
888,1273726B,2021,Sharjah Cricket Stadium,Sri Lanka,Bangladesh,54,1,94,3,24,1,172,5,Sri Lanka,field,Sharjah,Sri Lanka
889,1233464A,2020,Rawalpindi Cricket Stadium,Zimbabwe,Pakistan,42,1,78,2,36,2,156,5,Zimbabwe,bat,,Pakistan
889,1233464B,2020,Rawalpindi Cricket Stadium,Pakistan,Zimbabwe,52,1,84,1,21,2,157,4,Zimbabwe,bat,,Pakistan
890,1146725A,2018,Central Broward Regional Park Stadium Turf Ground,Bangladesh,West Indies,71,2,75,3,38,0,184,5,Bangladesh,bat,Lauderhill,Bangladesh
890,1146725B,2018,Central Broward Regional Park Stadium Turf Ground,West Indies,Bangladesh,32,3,89,2,14,2,135,7,Bangladesh,bat,Lauderhill,Bangladesh
891,1273732A,2021,"Zayed Cricket Stadium, Abu Dhabi",Scotland,Namibia,22,2,70,1,17,3,109,6,Namibia,field,Abu Dhabi,Namibia
891,1273732B,2021,"Zayed Cricket Stadium, Abu Dhabi",Namibia,Scotland,29,1,64,3,22,2,115,6,Namibia,field,Abu Dhabi,Namibia
892,951305A,2016,"Vidarbha Cricket Association Stadium, Jamtha",Zimbabwe,Hong Kong,53,2,70,2,35,3,158,7,Hong Kong,field,Nagpur,Zimbabwe
892,951305B,2016,"Vidarbha Cricket Association Stadium, Jamtha",Hong Kong,Zimbabwe,24,1,82,1,38,3,144,5,Hong Kong,field,Nagpur,Zimbabwe
893,355996A,2009,Kennington Oval,England,Pakistan,63,2,89,1,33,2,185,5,Pakistan,field,London,England
893,355996B,2009,Kennington Oval,Pakistan,England,41,3,67,2,29,2,137,7,Pakistan,field,London,England
894,1251578A,2021,"SuperSport Park, Centurion",South Africa,Pakistan,53,0,70,6,21,3,144,9,Pakistan,field,Centurion,Pakistan
894,1251578B,2021,"SuperSport Park, Centurion",Pakistan,South Africa,57,1,60,5,32,1,149,7,Pakistan,field,Centurion,Pakistan
895,1072319A,2018,Westpac Stadium,New Zealand,England,50,1,104,2,42,2,196,5,England,field,Wellington,New Zealand
895,1072319B,2018,Westpac Stadium,England,New Zealand,60,1,89,4,35,4,184,9,England,field,Wellington,New Zealand
896,1252059A,2021,Sheikh Zayed Stadium,Afghanistan,Zimbabwe,49,1,97,2,47,2,193,5,Afghanistan,bat,Abu Dhabi,Afghanistan
896,1252059B,2021,Sheikh Zayed Stadium,Zimbabwe,Afghanistan,54,3,87,1,7,4,148,8,Afghanistan,bat,Abu Dhabi,Afghanistan
897,1034827A,2017,"Vidarbha Cricket Association Stadium, Jamtha",India,England,46,1,68,1,30,5,144,7,England,field,Nagpur,India
897,1034827B,2017,"Vidarbha Cricket Association Stadium, Jamtha",England,India,36,2,77,1,26,1,139,4,England,field,Nagpur,India
