,id,year,venue,team_A,team_B,Runs_in_Powerplay,Wickets_lost_in_Powerplay,Runs_in_middle_overs,Wickets_lost_in_middle_overs,Runs_in_Death_overs,Wickets_lost_in_death_overs,Total_Score_A,Total_Wicket_A,toss_winner,toss_decision,city,winner,event
1408,1299566B,2022,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Oman,Nepal,25,3,49,4,4,2,78,9,Oman,field,Al Amarat,Nepal,ICC Men’s T20 World Cup Qualifier A
1409,1299572A,2022,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),United Arab Emirates,Germany,57,0,88,2,46,3,191,5,United Arab Emirates,bat,Al Amarat,United Arab Emirates,ICC Men's T20 World Cup Qualifier A
1409,1299572B,2022,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Germany,United Arab Emirates,44,1,81,4,42,4,167,9,United Arab Emirates,bat,Al Amarat,United Arab Emirates,ICC Men's T20 World Cup Qualifier A
1410,1303316A,2022,"County Ground, Bristol",South Africa,Ireland,42,1,86,3,54,2,182,6,Ireland,field,Bristol,South Africa,South Africa tour of England
1410,1303316B,2022,"County Ground, Bristol",Ireland,South Africa,40,3,73,5,25,1,138,9,Ireland,field,Bristol,South Africa,South Africa tour of England
1411,1202008A,2019,Kinrara Academy Oval,Vanuatu,Malaysia,60,1,97,1,31,3,188,5,Vanuatu,bat,Kuala Lumpur,Vanuatu,Vanuatu tour of Malaysia
1411,1202008B,2019,Kinrara Academy Oval,Malaysia,Vanuatu,40,1,70,5,27,1,137,7,Vanuatu,bat,Kuala Lumpur,Vanuatu,Vanuatu tour of Malaysia
1412,1298136A,2022,"GMHBA Stadium, South Geelong, Victoria",United Arab Emirates,Netherlands,31,0,60,3,20,5,111,8,United Arab Emirates,bat,Geelong,Netherlands,ICC Men's T20 World Cup
1412,1298136B,2022,"GMHBA Stadium, South Geelong, Victoria",Netherlands,United Arab Emirates,42,2,44,3,26,1,112,6,United Arab Emirates,bat,Geelong,Netherlands,ICC Men's T20 World Cup
1413,287873A,2007,Kingsmead,India,England,41,0,107,2,70,2,218,4,India,bat,Durban,India,ICC World Twenty20
1413,287873B,2007,Kingsmead,England,India,57,1,94,2,49,3,200,6,India,bat,Durban,India,ICC World Twenty20
1414,951359A,2016,Eden Gardens,New Zealand,Bangladesh,39,1,66,3,40,4,145,8,New Zealand,bat,Kolkata,New Zealand,World T20
1414,951359B,2016,Eden Gardens,Bangladesh,New Zealand,30,2,40,7,0,0,70,9,New Zealand,bat,Kolkata,New Zealand,World T20
1415,287867A,2007,Newlands,South Africa,England,43,3,61,3,50,2,154,8,England,field,Cape Town,South Africa,ICC World Twenty20
1415,287867B,2007,Newlands,England,South Africa,31,3,76,2,28,2,135,7,England,field,Cape Town,South Africa,ICC World Twenty20
1416,995469A,2016,R Premadasa Stadium,Sri Lanka,Australia,46,2,53,4,29,2,128,8,Sri Lanka,bat,Colombo,Australia,Australia in Sri Lanka T20I Series
1416,995469B,2016,R Premadasa Stadium,Australia,Sri Lanka,75,0,41,4,14,1,130,5,Sri Lanka,bat,Colombo,Australia,Australia in Sri Lanka T20I Series
1417,951365A,2016,"Vidarbha Cricket Association Stadium, Jamtha",Afghanistan,West Indies,33,2,56,3,34,2,123,7,West Indies,field,Nagpur,Afghanistan,World T20
1417,951365B,2016,"Vidarbha Cricket Association Stadium, Jamtha",West Indies,Afghanistan,34,2,55,2,28,3,117,7,West Indies,field,Nagpur,Afghanistan,World T20
1418,1273752A,2021,Sharjah Cricket Stadium,Pakistan,Scotland,35,0,89,2,65,1,189,3,Pakistan,bat,Sharjah,Pakistan,ICC Men's T20 World Cup
1418,1273752B,2021,Sharjah Cricket Stadium,Scotland,Pakistan,24,1,63,4,30,1,117,6,Pakistan,bat,Sharjah,Pakistan,ICC Men's T20 World Cup
1419,1273746A,2021,"Zayed Cricket Stadium, Abu Dhabi",Sri Lanka,West Indies,48,1,89,1,52,1,189,3,West Indies,field,Abu Dhabi,Sri Lanka,ICC Men's T20 World Cup
1419,1273746B,2021,"Zayed Cricket Stadium, Abu Dhabi",West Indies,Sri Lanka,52,3,72,4,45,1,169,8,West Indies,field,Abu Dhabi,Sri Lanka,ICC Men's T20 World Cup
1420,661697A,2014,Westpac Stadium,West Indies,New Zealand,37,2,83,2,39,1,159,5,West Indies,bat,Wellington,New Zealand,West Indies in New Zealand T20I Series
1420,661697B,2014,Westpac Stadium,New Zealand,West Indies,53,2,77,2,33,1,163,5,West Indies,bat,Wellington,New Zealand,West Indies in New Zealand T20I Series
1421,951371A,2016,Wankhede Stadium,India,West Indies,55,0,78,1,59,0,192,1,West Indies,field,Mumbai,West Indies,World T20
1421,951371B,2016,Wankhede Stadium,West Indies,India,44,2,107,1,45,0,196,3,West Indies,field,Mumbai,West Indies,World T20
1422,1213059A,2020,Gaddafi Stadium,Bangladesh,Pakistan,33,2,69,1,34,2,136,5,Bangladesh,bat,Lahore,Pakistan,Bangladesh tour of Pakistan
1422,1213059B,2020,Gaddafi Stadium,Pakistan,Bangladesh,36,1,98,0,3,0,137,1,Bangladesh,bat,Lahore,Pakistan,Bangladesh tour of Pakistan
1423,1282740A,2021,"Desert Springs Cricket Ground, Almeria",Denmark,Germany,28,2,51,3,31,1,110,6,Denmark,bat,Almeria,Germany,ICC Men's T20 World Cup Europe Region Qualifier
1423,1282740B,2021,"Desert Springs Cricket Ground, Almeria",Germany,Denmark,25,1,65,2,22,1,112,4,Denmark,bat,Almeria,Germany,ICC Men's T20 World Cup Europe Region Qualifier
1424,1040485A,2017,Greater Noida Sports Complex Ground,Ireland,Afghanistan,48,1,75,3,42,1,165,5,Ireland,bat,Greater Noida,Afghanistan,Afghanistan v Ireland T20I Series
1424,1040485B,2017,Greater Noida Sports Complex Ground,Afghanistan,Ireland,66,1,93,1,12,2,171,4,Ireland,bat,Greater Noida,Afghanistan,Afghanistan v Ireland T20I Series
1425,682929A,2014,Shere Bangla National Stadium,West Indies,India,24,0,59,3,46,3,129,6,India,field,Mirpur,India,World T20
1425,682929B,2014,Shere Bangla National Stadium,India,West Indies,48,0,65,1,17,1,130,2,India,field,Mirpur,India,World T20
1426,543883A,2012,Mombasa Sports Club Ground,Kenya,Ireland,29,2,60,4,18,3,107,9,Ireland,field,,Ireland,Ireland in Kenya T20I Series
1426,543883B,2012,Mombasa Sports Club Ground,Ireland,Kenya,41,3,68,1,0,0,109,4,Ireland,field,,Ireland,Ireland in Kenya T20I Series
1427,682901A,2014,Sylhet Stadium,Zimbabwe,Ireland,56,1,73,3,34,1,163,5,Ireland,field,,Ireland,World T20
1427,682901B,2014,Sylhet Stadium,Ireland,Zimbabwe,61,0,76,4,27,3,164,7,Ireland,field,,Ireland,World T20
1428,868725A,2015,Gaddafi Stadium,Zimbabwe,Pakistan,50,0,82,1,43,2,175,3,Zimbabwe,bat,Lahore,Pakistan,Zimbabwe in Pakistan T20I Series
1428,868725B,2015,Gaddafi Stadium,Pakistan,Zimbabwe,47,1,97,4,32,2,176,7,Zimbabwe,bat,Lahore,Pakistan,Zimbabwe in Pakistan T20I Series
1429,1299638A,2022,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),United Arab Emirates,Nepal,60,1,88,1,44,1,192,3,Nepal,field,Al Amarat,United Arab Emirates,Oman Quadrangular T20I Series
1429,1299638B,2022,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Nepal,United Arab Emirates,53,1,76,2,38,2,167,5,Nepal,field,Al Amarat,United Arab Emirates,Oman Quadrangular T20I Series
1430,1215164A,2020,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),United Arab Emirates,Qatar,51,1,57,3,14,2,122,6,United Arab Emirates,bat,Al Amarat,United Arab Emirates,ACC Western Region T20
1430,1215164B,2020,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Qatar,United Arab Emirates,18,2,50,4,26,3,94,9,United Arab Emirates,bat,Al Amarat,United Arab Emirates,ACC Western Region T20
1431,682915A,2014,Zahur Ahmed Chowdhury Stadium,Bangladesh,Hong Kong,51,2,56,6,1,1,108,9,Hong Kong,field,Chittagong,Hong Kong,World T20
1431,682915B,2014,Zahur Ahmed Chowdhury Stadium,Hong Kong,Bangladesh,36,1,47,3,31,1,114,5,Hong Kong,field,Chittagong,Hong Kong,World T20
1432,636536A,2014,"Kensington Oval, Bridgetown",West Indies,England,56,0,66,2,48,0,170,2,West Indies,bat,Barbados,West Indies,England in West Indies T20I Series
1432,636536B,2014,"Kensington Oval, Bridgetown",England,West Indies,36,2,71,5,36,2,143,9,West Indies,bat,Barbados,West Indies,England in West Indies T20I Series
1433,1142916A,2018,Harare Sports Club,Zimbabwe,Pakistan,46,0,82,2,34,2,162,4,Pakistan,field,,Pakistan,Zimbabwe Twenty20 Tri-Series
1433,1142916B,2018,Harare Sports Club,Pakistan,Zimbabwe,56,0,75,2,32,1,163,3,Pakistan,field,,Pakistan,Zimbabwe Twenty20 Tri-Series
1434,682939A,2014,Zahur Ahmed Chowdhury Stadium,Sri Lanka,England,42,1,101,0,46,3,189,4,England,field,Chittagong,England,World T20
1434,682939B,2014,Zahur Ahmed Chowdhury Stadium,England,Sri Lanka,37,2,114,0,39,2,190,4,England,field,Chittagong,England,World T20
1435,682911A,2014,Sylhet Stadium,United Arab Emirates,Ireland,46,1,48,4,29,1,123,6,Ireland,field,,Ireland,World T20
1435,682911B,2014,Sylhet Stadium,Ireland,United Arab Emirates,51,1,52,3,0,0,103,4,Ireland,field,,Ireland,World T20
1436,1201673A,2019,La Manga Club Bottom Ground,Gibraltar,Spain,36,2,40,4,19,3,95,9,Spain,field,Murcia,Spain,Iberia Cup
1436,1201673B,2019,La Manga Club Bottom Ground,Spain,Gibraltar,26,1,70,2,0,0,96,3,Spain,field,Murcia,Spain,Iberia Cup
1437,1215160A,2020,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),United Arab Emirates,Saudi Arabia,54,1,84,3,12,5,150,9,United Arab Emirates,bat,Al Amarat,United Arab Emirates,ACC Western Region T20
1437,1215160B,2020,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Saudi Arabia,United Arab Emirates,44,1,61,3,33,3,138,7,United Arab Emirates,bat,Al Amarat,United Arab Emirates,ACC Western Region T20
1438,356009A,2009,Lord's,Sri Lanka,Ireland,28,2,83,1,33,5,144,8,Sri Lanka,bat,London,Sri Lanka,ICC World Twenty20
1438,356009B,2009,Lord's,Ireland,Sri Lanka,37,0,57,4,41,3,135,7,Sri Lanka,bat,London,Sri Lanka,ICC World Twenty20
1439,556252A,2012,New Wanderers Stadium,South Africa,India,55,1,93,1,71,2,219,4,India,field,Johannesburg,South Africa,
1439,556252B,2012,New Wanderers Stadium,India,South Africa,51,0,20,0,0,0,71,0,India,field,Johannesburg,South Africa,
1440,682905A,2014,Zahur Ahmed Chowdhury Stadium,Hong Kong,Afghanistan,46,1,70,2,37,4,153,7,Hong Kong,bat,Chittagong,Afghanistan,World T20
1440,682905B,2014,Zahur Ahmed Chowdhury Stadium,Afghanistan,Hong Kong,38,1,81,2,35,0,154,3,Hong Kong,bat,Chittagong,Afghanistan,World T20
1441,954741A,2016,Sheikh Zayed Stadium,Ireland,United Arab Emirates,20,4,70,3,44,0,134,7,United Arab Emirates,field,Abu Dhabi,Ireland,Ireland in United Arab Emirates T20I Series
1441,954741B,2016,Sheikh Zayed Stadium,United Arab Emirates,Ireland,31,4,50,3,19,2,100,9,United Arab Emirates,field,Abu Dhabi,Ireland,Ireland in United Arab Emirates T20I Series
1442,1332508A,2022,"Willowmoore Park, Benoni",Kenya,Uganda,20,2,72,2,13,4,105,8,Uganda,field,Benoni,Uganda,Africa Cricket Association Cup
1442,1332508B,2022,"Willowmoore Park, Benoni",Uganda,Kenya,36,2,47,1,24,2,107,5,Uganda,field,Benoni,Uganda,Africa Cricket Association Cup
1443,1299833A,2022,"Shere Bangla National Stadium, Mirpur",Bangladesh,Afghanistan,33,2,66,2,16,4,115,8,Bangladesh,bat,Dhaka,Afghanistan,Afghanistan tour of Bangladesh
1443,1299833B,2022,"Shere Bangla National Stadium, Mirpur",Afghanistan,Bangladesh,34,1,71,1,16,0,121,2,Bangladesh,bat,Dhaka,Afghanistan,Afghanistan tour of Bangladesh
1444,571148A,2012,Dubai International Cricket Stadium,Australia,Pakistan,32,1,42,4,15,4,89,9,Pakistan,field,,Pakistan,Pakistan v Australia T20I Series
1444,571148B,2012,Dubai International Cricket Stadium,Pakistan,Australia,38,1,52,2,0,0,90,3,Pakistan,field,,Pakistan,Pakistan v Australia T20I Series
1445,1282744A,2021,"Desert Springs Cricket Ground, Almeria",Italy,Denmark,48,0,62,1,31,3,141,4,Denmark,field,Almeria,Italy,ICC Men's T20 World Cup Europe Region Qualifier
1445,1282744B,2021,"Desert Springs Cricket Ground, Almeria",Denmark,Italy,30,1,57,4,45,4,132,9,Denmark,field,Almeria,Italy,ICC Men's T20 World Cup Europe Region Qualifier
1446,439497A,2010,Dubai International Cricket Stadium,Canada,Netherlands,53,2,66,3,23,3,142,8,Canada,bat,,Netherlands,ICC World Twenty20 Qualifier
1446,439497B,2010,Dubai International Cricket Stadium,Netherlands,Canada,57,1,62,2,27,1,146,4,Canada,bat,,Netherlands,ICC World Twenty20 Qualifier
1447,1284490A,2021,"West End Park International Cricket Stadium, Doha",Bahrain,Kuwait,50,3,42,4,32,0,124,7,Kuwait,field,Doha,Kuwait,ICC Men's T20 World Cup Asia A Qualifier
1447,1284490B,2021,"West End Park International Cricket Stadium, Doha",Kuwait,Bahrain,78,1,51,3,0,0,129,4,Kuwait,field,Doha,Kuwait,ICC Men's T20 World Cup Asia A Qualifier
1448,951349A,2016,"Punjab Cricket Association IS Bindra Stadium, Mohali",New Zealand,Pakistan,55,0,80,4,45,1,180,5,New Zealand,bat,Chandigarh,New Zealand,World T20
1448,951349B,2016,"Punjab Cricket Association IS Bindra Stadium, Mohali",Pakistan,New Zealand,66,1,63,3,29,1,158,5,New Zealand,bat,Chandigarh,New Zealand,World T20
1449,287863A,2007,New Wanderers Stadium,New Zealand,Sri Lanka,38,2,90,2,36,2,164,6,New Zealand,bat,Johannesburg,Sri Lanka,ICC World Twenty20
1449,287863B,2007,New Wanderers Stadium,Sri Lanka,New Zealand,60,0,87,2,21,1,168,3,New Zealand,bat,Johannesburg,Sri Lanka,ICC World Twenty20
1450,287877A,2007,Newlands,New Zealand,Pakistan,41,0,65,5,37,2,143,7,New Zealand,bat,Cape Town,Pakistan,ICC World Twenty20
1450,287877B,2007,Newlands,Pakistan,New Zealand,54,0,65,2,28,0,147,2,New Zealand,bat,Cape Town,Pakistan,ICC World Twenty20
1451,1273742A,2021,"Zayed Cricket Stadium, Abu Dhabi",Pakistan,Namibia,29,0,98,2,62,0,189,2,Pakistan,bat,Abu Dhabi,Pakistan,ICC Men's T20 World Cup
1451,1273742B,2021,"Zayed Cricket Stadium, Abu Dhabi",Namibia,Pakistan,34,1,73,3,37,1,144,5,Pakistan,bat,Abu Dhabi,Pakistan,ICC Men's T20 World Cup
1452,1273756A,2021,Dubai International Cricket Stadium,New Zealand,Australia,32,1,104,1,36,2,172,4,Australia,field,Dubai,Australia,ICC Men's T20 World Cup
1452,1273756B,2021,Dubai International Cricket Stadium,Australia,New Zealand,43,1,106,1,24,0,173,2,Australia,field,Dubai,Australia,ICC Men's T20 World Cup
1453,951361A,2016,Feroz Shah Kotla,England,Sri Lanka,38,0,79,1,54,1,171,2,Sri Lanka,field,Delhi,England,World T20
1453,951361B,2016,Feroz Shah Kotla,Sri Lanka,England,34,4,98,1,29,3,161,8,Sri Lanka,field,Delhi,England,World T20
1454,1299576A,2022,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Canada,Nepal,39,4,41,4,0,0,80,8,Canada,bat,Al Amarat,Nepal,ICC Men's T20 World Cup Qualifier A
1454,1299576B,2022,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Nepal,Canada,31,1,50,0,0,0,81,1,Canada,bat,Al Amarat,Nepal,ICC Men's T20 World Cup Qualifier A
1455,1223954A,2020,Sydney Cricket Ground,Australia,India,51,1,94,1,41,2,186,4,India,field,Sydney,Australia,India tour of Australia
1455,1223954B,2020,Sydney Cricket Ground,India,Australia,55,1,76,2,43,3,174,6,India,field,Sydney,Australia,India tour of Australia
1456,489220A,2011,"Queen's Park Oval, Port of Spain",India,West Indies,46,1,56,3,57,2,159,6,West Indies,field,Trinidad,India,
1456,489220B,2011,"Queen's Park Oval, Port of Spain",West Indies,India,31,2,61,2,51,1,143,5,West Indies,field,Trinidad,India,
1457,1287774A,2021,"National Stadium, Karachi",Pakistan,West Indies,50,2,73,3,49,3,172,8,Pakistan,bat,Karachi,Pakistan,West Indies tour of Pakistan
1457,1287774B,2021,"National Stadium, Karachi",West Indies,Pakistan,50,1,77,3,36,5,163,9,Pakistan,bat,Karachi,Pakistan,West Indies tour of Pakistan
1458,1307160A,2022,"Civil Service Cricket Club, Stormont, Belfast",Afghanistan,Ireland,41,3,59,3,22,2,122,8,Afghanistan,bat,Belfast,Ireland,Afghanistan tour of Ireland
1458,1307160B,2022,"Civil Service Cricket Club, Stormont, Belfast",Ireland,Afghanistan,34,1,69,3,22,1,125,5,Afghanistan,bat,Belfast,Ireland,Afghanistan tour of Ireland
1459,1267680A,2021,Harare Sports Club,Zimbabwe,Bangladesh,50,1,80,4,22,4,152,9,Zimbabwe,bat,Harare,Bangladesh,Bangladesh tour of Zimbabwe
1459,1267680B,2021,Harare Sports Club,Bangladesh,Zimbabwe,43,0,79,1,31,1,153,2,Zimbabwe,bat,Harare,Bangladesh,Bangladesh tour of Zimbabwe
1460,1303312A,2022,"Civil Service Cricket Club, Stormont, Belfast",New Zealand,Ireland,42,3,81,2,50,3,173,8,Ireland,field,Belfast,New Zealand,New Zealand tour of Ireland
1460,1303312B,2022,"Civil Service Cricket Club, Stormont, Belfast",Ireland,New Zealand,41,4,89,2,12,3,142,9,Ireland,field,Belfast,New Zealand,New Zealand tour of Ireland
1461,1322337A,2022,"Hagley Oval, Christchurch",Pakistan,New Zealand,42,1,62,4,26,2,130,7,Pakistan,bat,Christchurch,New Zealand,New Zealand T20I Tri-Series
1461,1322337B,2022,"Hagley Oval, Christchurch",New Zealand,Pakistan,57,0,73,1,1,0,131,1,Pakistan,bat,Christchurch,New Zealand,New Zealand T20I Tri-Series
1462,1199519A,2019,Tolerance Oval,Jersey,United Arab Emirates,42,2,67,4,38,3,147,9,Jersey,bat,Abu Dhabi,Jersey,ICC Men's T20 World Cup Qualifier
1462,1199519B,2019,Tolerance Oval,United Arab Emirates,Jersey,51,0,40,7,21,2,112,9,Jersey,bat,Abu Dhabi,Jersey,ICC Men's T20 World Cup Qualifier
1463,1007655A,2016,Harare Sports Club,Zimbabwe,India,41,2,74,4,55,1,170,7,India,field,,Zimbabwe,India in Zimbabwe T20I Series
1463,1007655B,2016,Harare Sports Club,India,Zimbabwe,44,2,86,2,38,2,168,6,India,field,,Zimbabwe,India in Zimbabwe T20I Series
1464,1327273A,2022,Dubai International Cricket Stadium,Bangladesh,Sri Lanka,55,1,83,3,45,2,183,6,Sri Lanka,field,Dubai,Sri Lanka,Asia Cup
1464,1327273B,2022,Dubai International Cricket Stadium,Sri Lanka,Bangladesh,48,2,93,4,43,2,184,8,Sri Lanka,field,Dubai,Sri Lanka,Asia Cup
1465,1199531A,2019,Dubai International Cricket Stadium,Namibia,Kenya,52,1,65,4,64,0,181,5,Namibia,bat,Dubai,Namibia,ICC Men's T20 World Cup Qualifier
1465,1199531B,2019,Dubai International Cricket Stadium,Kenya,Namibia,31,2,41,3,22,4,94,9,Namibia,bat,Dubai,Namibia,ICC Men's T20 World Cup Qualifier
1466,645645A,2013,"Arnos Vale Ground, Kingstown",West Indies,Pakistan,41,2,57,2,54,2,152,6,West Indies,bat,St Vincent,Pakistan,Pakistan in West Indies T20I Series
1466,645645B,2013,"Arnos Vale Ground, Kingstown",Pakistan,West Indies,61,3,63,3,34,2,158,8,West Indies,bat,St Vincent,Pakistan,Pakistan in West Indies T20I Series
1467,1197508A,2019,United Cricket Club Ground,Namibia,Botswana,66,1,111,2,63,0,240,3,Botswana,field,Windhoek,Namibia,Botswana tour of Namibia
1467,1197508B,2019,United Cricket Club Ground,Botswana,Namibia,34,1,55,0,27,1,116,2,Botswana,field,Windhoek,Namibia,Botswana tour of Namibia
1468,1199525A,2019,ICC Academy,Netherlands,Papua New Guinea,37,3,45,4,44,0,126,7,Netherlands,bat,Dubai,Papua New Guinea,ICC Men's T20 World Cup Qualifier
1468,1199525B,2019,ICC Academy,Papua New Guinea,Netherlands,39,0,64,3,24,1,127,4,Netherlands,bat,Dubai,Papua New Guinea,ICC Men's T20 World Cup Qualifier
1469,1273144A,2021,Gahanga International Cricket Stadium. Rwanda,Ghana,Rwanda,42,0,85,2,39,3,166,5,Ghana,bat,Kigali City,Ghana,Ghana tour of Rwanda
1469,1273144B,2021,Gahanga International Cricket Stadium. Rwanda,Rwanda,Ghana,30,1,0,0,0,0,30,1,Ghana,bat,Kigali City,Ghana,Ghana tour of Rwanda
1470,1200425A,2019,"The Village, Malahide",Scotland,Netherlands,72,0,131,2,49,1,252,3,Netherlands,field,Dublin,Scotland,Ireland Tri-Nation T20I Series
1470,1200425B,2019,"The Village, Malahide",Netherlands,Scotland,31,3,115,3,48,1,194,7,Netherlands,field,Dublin,Scotland,Ireland Tri-Nation T20I Series
1471,1332497A,2022,"Willowmoore Park, Benoni",Kenya,Tanzania,45,0,71,2,39,1,155,3,Kenya,bat,Benoni,Tanzania,Africa Cricket Association Cup
1471,1332497B,2022,"Willowmoore Park, Benoni",Tanzania,Kenya,49,1,73,4,37,1,159,6,Kenya,bat,Benoni,Tanzania,Africa Cricket Association Cup
1472,1310178A,2022,Marsa Sports Club,Romania,Hungary,56,1,60,4,42,2,158,7,Romania,bat,Marsa,Hungary,Valletta Cup
1472,1310178B,2022,Marsa Sports Club,Hungary,Romania,50,1,94,3,18,0,162,4,Romania,bat,Marsa,Hungary,Valletta Cup
1473,1203676A,2020,"National Cricket Stadium, Grenada",Ireland,West Indies,93,0,73,4,42,3,208,7,Ireland,bat,St George's,Ireland,Ireland tour of West Indies
1473,1203676B,2020,"National Cricket Stadium, Grenada",West Indies,Ireland,63,1,101,3,40,3,204,7,Ireland,bat,St George's,Ireland,Ireland tour of West Indies
1474,1233979A,2021,Seddon Park,New Zealand,Bangladesh,48,1,98,1,64,1,210,3,New Zealand,bat,Hamilton,New Zealand,Bangladesh tour of New Zealand
1474,1233979B,2021,Seddon Park,Bangladesh,New Zealand,44,3,73,2,27,2,144,7,New Zealand,bat,Hamilton,New Zealand,Bangladesh tour of New Zealand
1475,452154A,2010,Harare Sports Club,Zimbabwe,India,21,2,72,1,47,2,140,5,India,field,,India,India in Zimbabwe T20I Series
1475,452154B,2010,Harare Sports Club,India,Zimbabwe,40,1,82,1,22,1,144,3,India,field,,India,India in Zimbabwe T20I Series
1476,1283089A,2021,University of Lagos Cricket Oval,Nigeria,Sierra Leone,21,3,45,3,33,4,99,10,Sierra Leone,field,Lagos,Sierra Leone,Sierra Leone tour of Nigeria
1476,1283089B,2021,University of Lagos Cricket Oval,Sierra Leone,Nigeria,34,0,47,3,19,1,100,4,Sierra Leone,field,Lagos,Sierra Leone,Sierra Leone tour of Nigeria
1477,1310187A,2022,Marsa Sports Club,Romania,Malta,58,2,68,0,45,2,171,4,Romania,bat,Marsa,Romania,Valletta Cup
1477,1310187B,2022,Marsa Sports Club,Malta,Romania,43,1,78,4,41,0,162,5,Romania,bat,Marsa,Romania,Valletta Cup
1478,1286683A,2021,"Sir Vivian Richards Stadium, North Sound, Antigua",Belize,Bermuda,19,2,39,5,27,3,85,10,Belize,bat,North Sound,Bermuda,ICC Men's T20 World Cup Americas Region Qualifier
1478,1286683B,2021,"Sir Vivian Richards Stadium, North Sound, Antigua",Bermuda,Belize,65,2,24,1,0,0,89,3,Belize,bat,North Sound,Bermuda,ICC Men's T20 World Cup Americas Region Qualifier
1479,1275045A,2021,Entebbe Cricket Oval,Nigeria,Kenya,39,3,77,1,17,1,133,5,Nigeria,bat,Entebbe,Nigeria,Uganda T20 Tri-Series
